Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Lange Puff";"pieceDeclaredAsNeutral";35;true;;Static;;;;;;
"Lange Puff";"AllPlayerDeclared";33;true;;Static;;;;;;
"Lange Puff";"equalNumberOfPiecesOnTheBoard";34;true;;Static;;;;;;
"Lange Puff";"sizeOfTrack";34;false;"The owner 0 does not have a track";Static;;;;;;
"Laquet";"lineLessOrEqualThanBoardSide";15;false;"Line concept is not present";Static;;;;;;
"Laquet";"eachPieceReferenceNotDuplicated";15;false;"The game does not have any piece declared as Each";Static;;;;;;
"Laquet";"pieceDeclaredAsEach";49;true;;Static;;;;;;
"Laquet";"pieceDeclaredAsShared";20;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Laquet";"pieceDeclaredAsNeutral";18;true;;Static;;;;;;
"Laquet";"AllPlayerDeclared";17;true;;Static;;;;;;
